index,numbers,holes,horizontal_cuts,vertical_cuts,pixel_count,mass_x,mass_y,longest_contour,contours_count,straightness
9090,2,1,2,3,143,14.118881118881118,14.020979020979022,84,2,1.9285714285714286
9091,5,1,2,2,150,13.706666666666667,13.426666666666666,69,1,1.6376811594202898
9092,9,2,3,3,137,13.854014598540147,14.372262773722628,54,2,2.6666666666666665
9093,7,1,2,2,117,13.82905982905983,13.683760683760683,64,1,1.75
9094,8,3,2,3,167,14.317365269461078,14.2874251497006,65,3,1.6923076923076923
9095,0,2,3,2,173,13.624277456647398,14.057803468208093,57,3,1.4035087719298245
9096,7,1,2,2,105,14.352380952380953,13.657142857142857,65,1,2.2307692307692308
9097,2,2,2,2,169,13.674556213017752,14.485207100591715,74,2,2.5945945945945947
9098,0,1,3,3,177,14.022598870056497,14.322033898305085,117,1,1.7179487179487178
9099,0,2,2,2,247,13.506072874493928,13.761133603238866,61,2,1.0655737704918034
9100,5,1,2,3,135,13.785185185185185,13.777777777777779,72,1,2.2083333333333335
9101,4,1,2,3,93,13.89247311827957,13.720430107526882,66,1,2.4090909090909092
9102,2,1,2,2,137,13.963503649635037,13.605839416058394,73,1,2.4246575342465753
9103,7,1,1,2,155,13.787096774193548,14.09032258064516,69,1,2.3043478260869565
9104,1,1,1,1,140,14.285714285714286,14.292857142857143,52,1,1.6730769230769231
9105,7,1,2,3,87,14.126436781609195,13.60919540229885,63,1,2.0476190476190474
9106,1,1,1,1,104,14.442307692307692,13.73076923076923,46,1,1.5869565217391304
9107,3,1,2,3,149,13.758389261744966,14.0,90,1,2.2333333333333334
9108,8,2,2,3,151,13.52980132450331,13.801324503311259,77,2,2.2857142857142856
9109,8,3,2,3,161,14.105590062111801,14.335403726708075,52,4,1.8461538461538463
9110,7,1,2,3,144,13.756944444444445,14.25,68,2,2.2205882352941178
9111,5,2,2,3,135,14.459259259259259,14.444444444444445,72,3,2.3472222222222223
9112,3,2,2,3,231,13.554112554112555,14.017316017316018,65,3,1.7230769230769232
9113,7,1,2,2,132,13.712121212121213,13.386363636363637,59,1,1.6440677966101696
9114,4,1,2,2,130,13.746153846153845,14.107692307692307,74,1,2.2702702702702702
9115,4,2,2,2,166,13.626506024096386,13.879518072289157,65,3,1.7230769230769232
9116,6,2,3,2,116,14.275862068965518,14.258620689655173,66,3,1.6363636363636365
9117,0,2,3,2,222,13.536036036036036,13.941441441441441,57,2,1.8421052631578947
9118,8,3,2,4,154,14.331168831168831,14.363636363636363,62,3,1.2903225806451613
9119,1,1,1,1,75,13.693333333333333,13.706666666666667,44,1,2.5454545454545454
9120,0,2,2,2,160,14.05625,14.29375,51,2,1.2745098039215685
9121,0,2,3,3,197,14.01522842639594,14.253807106598984,61,2,1.4426229508196722
9122,6,1,2,2,145,14.117241379310345,14.413793103448276,54,1,2.2037037037037037
9123,4,1,2,2,147,13.945578231292517,14.46938775510204,65,1,1.8307692307692307
9124,4,1,2,2,168,13.571428571428571,14.011904761904763,79,1,2.8481012658227849
9125,6,2,3,3,154,13.688311688311689,13.766233766233766,70,2,1.8142857142857143
9126,3,1,2,3,141,14.00709219858156,14.092198581560284,92,2,1.4021739130434783
9127,2,1,2,3,206,14.466019417475728,13.567961165048544,89,1,1.9887640449438202
9128,8,2,2,2,154,14.357142857142858,14.116883116883116,53,2,1.679245283018868
9129,3,1,2,3,141,14.092198581560284,14.24822695035461,67,1,1.8059701492537314
9130,0,2,2,2,180,13.833333333333334,14.577777777777778,57,2,1.8245614035087718
9131,6,2,2,3,181,14.171270718232044,13.74585635359116,59,2,1.3559322033898304
9132,7,1,3,2,114,14.359649122807017,14.0,36,3,0.75
9133,8,3,2,3,146,14.835616438356164,14.013698630136986,55,3,1.7636363636363637
9134,3,1,1,3,175,14.417142857142856,13.68,82,1,1.4634146341463414
9135,8,2,2,3,124,14.209677419354838,14.459677419354838,61,2,2.3442622950819674
9136,7,1,2,2,99,14.313131313131313,14.16161616161616,68,1,2.7352941176470589
9137,5,1,2,3,170,14.129411764705882,14.3,83,2,1.6506024096385543
9138,3,1,2,3,143,14.496503496503497,13.748251748251748,77,4,1.8831168831168832
9139,1,1,1,1,59,14.559322033898304,13.847457627118644,42,1,1.5238095238095237
9140,1,1,2,1,110,13.927272727272728,14.236363636363636,48,1,1.3125
9141,9,2,2,3,167,14.275449101796408,14.209580838323353,54,2,1.9444444444444444
9142,2,1,2,3,201,13.701492537313433,13.626865671641792,79,2,2.240506329113924
9143,4,2,2,2,190,14.610526315789473,13.557894736842105,64,2,1.390625
9144,9,1,2,3,92,13.880434782608695,14.532608695652174,57,3,1.7719298245614035
9145,5,1,2,3,178,14.191011235955056,13.719101123595506,81,1,2.0617283950617282
9146,7,1,2,2,87,14.402298850574713,14.126436781609195,61,1,2.081967213114754
9147,8,2,3,4,144,14.166666666666666,13.895833333333334,63,5,1.9047619047619047
9148,3,1,2,3,119,13.3109243697479,13.546218487394958,84,2,1.6309523809523809
9149,0,2,2,2,191,14.136125654450261,13.93193717277487,52,2,1.0769230769230769
9150,9,1,2,3,127,13.291338582677165,14.307086614173228,58,4,2.2241379310344827
9151,4,1,2,3,96,13.53125,13.895833333333334,61,1,1.6885245901639345
9152,6,2,3,3,144,14.006944444444445,13.756944444444445,79,2,1.5316455696202531
9153,2,2,4,3,175,13.777142857142858,13.765714285714285,77,4,2.2467532467532467
9154,8,3,2,3,135,14.02962962962963,13.651851851851852,57,3,1.9824561403508771
9155,5,1,2,3,117,14.341880341880342,14.41025641025641,88,2,1.9090909090909092
9156,1,1,1,2,82,13.792682926829269,14.390243902439025,47,1,1.2127659574468086
9157,1,1,1,1,101,14.316831683168317,13.900990099009901,44,1,0.72727272727272729
9158,5,1,2,2,148,13.58108108108108,14.317567567567568,72,1,1.7777777777777777
9159,2,1,3,2,216,14.106481481481481,14.282407407407407,85,1,1.7058823529411764
9160,7,1,2,2,105,14.085714285714285,13.81904761904762,62,1,1.7903225806451613
9161,5,1,2,3,94,13.436170212765957,13.787234042553191,70,2,2.0714285714285716
9162,2,1,2,1,88,14.284090909090908,14.227272727272727,52,1,1.6923076923076923
9163,0,3,3,2,255,13.75686274509804,14.023529411764706,59,3,1.2372881355932204
9164,7,1,2,2,138,13.826086956521738,13.76086956521739,68,1,2.3676470588235294
9165,2,1,2,2,148,14.121621621621621,13.675675675675675,77,1,2.4025974025974026
9166,0,2,2,2,203,14.25615763546798,14.458128078817735,60,2,1.3333333333333333
9167,0,2,2,2,204,14.362745098039216,13.612745098039216,57,2,1.7017543859649122
9168,3,1,2,3,111,13.963963963963964,14.378378378378379,60,1,2.1166666666666667
9169,8,3,2,3,142,14.380281690140846,14.295774647887324,72,2,1.875
9170,9,2,2,3,165,13.921212121212122,13.787878787878787,58,2,1.6724137931034482
9171,3,1,2,3,171,13.807017543859649,14.292397660818713,86,2,2.058139534883721
9172,0,2,2,3,177,13.666666666666666,14.389830508474576,56,2,1.3035714285714286
9173,3,1,2,3,178,14.4438202247191,14.235955056179776,93,1,1.8172043010752688
9174,9,1,2,3,140,13.978571428571428,13.778571428571428,82,3,1.6707317073170731
9175,0,2,2,2,156,13.775641025641026,14.211538461538462,51,2,1.9019607843137254
9176,0,2,2,2,171,14.304093567251462,14.380116959064328,54,2,1.0555555555555556
9177,2,1,2,3,201,13.74129353233831,13.706467661691542,94,1,1.5425531914893618
9178,0,3,3,3,237,14.0084388185654,14.270042194092827,60,2,1.0833333333333333
9179,7,1,2,3,163,13.478527607361963,14.220858895705522,71,2,1.8169014084507042
9180,7,1,2,2,133,13.774436090225564,13.902255639097744,70,1,2.157142857142857
9181,4,1,2,1,101,14.287128712871286,13.663366336633663,70,1,1.4857142857142858
9182,9,2,2,3,140,14.192857142857143,13.857142857142858,75,1,2.1466666666666665
9183,7,1,2,2,177,14.531073446327683,13.64406779661017,67,1,1.6716417910447761
9184,8,2,2,2,150,14.026666666666667,13.986666666666666,50,2,1.28
9185,8,3,2,3,162,13.648148148148149,13.901234567901234,59,3,1.2203389830508475
9186,5,1,2,3,177,14.824858757062147,14.310734463276836,89,1,1.6067415730337078
9187,1,1,1,1,42,13.357142857142858,13.928571428571429,43,1,1.1627906976744187
9188,2,2,2,3,131,14.213740458015268,13.961832061068701,81,2,2.308641975308642
9189,1,1,1,2,70,13.2,14.571428571428571,45,1,1.7777777777777777
9190,2,1,2,3,155,14.129032258064516,13.696774193548388,72,1,2.0
9191,8,3,2,3,169,14.408284023668639,14.04733727810651,59,3,2.0338983050847457
9192,6,2,2,3,170,13.676470588235293,14.264705882352942,78,2,1.5384615384615385
9193,5,1,2,3,125,13.928,14.12,75,1,1.72
9194,7,1,3,2,115,14.060869565217391,14.217391304347826,66,1,1.803030303030303
9195,5,1,2,2,108,13.944444444444445,13.546296296296296,39,2,1.6153846153846154
9196,6,2,3,3,133,13.917293233082706,14.368421052631579,66,3,1.6212121212121211
9197,6,3,3,3,187,13.973262032085561,13.903743315508022,59,4,2.0338983050847457
9198,4,1,2,3,151,13.887417218543046,13.635761589403973,75,1,2.2533333333333334
9199,0,2,2,2,187,14.203208556149733,14.283422459893048,53,2,1.679245283018868
9200,0,2,2,3,123,13.414634146341463,13.609756097560975,88,1,1.3522727272727273
9201,6,1,2,2,126,13.404761904761905,13.841269841269842,64,1,2.234375
9202,1,1,1,2,80,13.675,14.4625,45,1,1.9777777777777779
9203,6,2,3,2,185,13.12972972972973,13.805405405405406,78,2,1.3205128205128205
9204,0,2,2,2,225,14.151111111111112,13.626666666666667,57,2,1.7017543859649122
9205,7,1,2,2,100,13.95,13.64,70,1,1.7285714285714286
9206,8,2,2,3,127,13.716535433070867,13.68503937007874,50,2,1.76
9207,9,2,3,3,118,14.677966101694915,14.440677966101696,54,2,2.074074074074074
9208,6,1,3,3,144,14.0,14.166666666666666,44,3,2.13953488372093
9209,8,2,2,3,154,13.785714285714286,14.38961038961039,79,2,1.6329113924050633
9210,1,1,1,2,64,13.90625,14.3125,52,1,1.2307692307692308
9211,2,1,2,3,161,13.70807453416149,14.428571428571429,78,2,2.0641025641025643
9212,8,3,3,3,196,13.954081632653061,14.071428571428571,88,2,1.8181818181818181
9213,7,1,1,2,131,13.778625954198473,13.679389312977099,66,1,1.3484848484848484
9214,4,1,2,3,112,14.401785714285714,14.151785714285714,75,2,2.0266666666666668
9215,7,1,2,2,106,13.839622641509434,13.981132075471699,61,1,2.639344262295082
9216,5,1,2,3,123,13.934959349593496,14.528455284552846,81,1,2.1975308641975309
9217,7,1,2,2,163,13.815950920245399,13.47239263803681,64,1,0.859375
9218,6,1,2,2,145,13.648275862068965,14.372413793103448,66,1,1.696969696969697
9219,5,1,2,2,92,14.565217391304348,14.141304347826088,60,1,1.75
9220,2,1,2,3,198,14.308080808080808,14.257575757575758,87,1,2.3103448275862069
9221,3,1,2,4,127,13.661417322834646,14.299212598425196,79,1,2.4050632911392404
9222,9,2,2,3,83,13.771084337349398,14.108433734939759,54,4,2.7037037037037037
9223,0,2,2,2,152,14.157894736842104,14.144736842105264,49,2,1.1428571428571428
9224,8,3,2,3,135,13.585185185185185,14.096296296296297,50,3,0.97999999999999998
9225,0,2,2,3,164,13.591463414634147,14.195121951219512,53,2,1.8301886792452831
9226,2,1,4,3,139,13.381294964028777,13.589928057553957,65,1,1.9692307692307693
9227,6,2,3,2,147,14.08843537414966,14.45578231292517,66,2,2.1666666666666665
9228,1,1,1,1,82,13.963414634146341,13.646341463414634,45,1,1.7777777777777777
9229,6,2,3,2,154,13.623376623376624,13.422077922077921,75,2,1.9333333333333333
9230,7,1,2,2,133,14.112781954887218,13.496240601503759,68,1,1.7794117647058822
9231,2,1,2,3,204,14.25,14.318627450980392,92,1,1.8369565217391304
9232,6,2,2,3,151,13.821192052980132,14.483443708609272,68,2,1.7794117647058822
9233,1,1,2,1,78,13.435897435897436,13.884615384615385,45,1,1.9333333333333333
9234,0,2,3,2,214,13.77570093457944,14.448598130841122,61,2,1.721311475409836
9235,6,2,3,3,143,14.153846153846153,14.37062937062937,39,4,2.2564102564102564
9236,2,2,2,3,185,14.362162162162162,13.864864864864865,80,2,2.3125
9237,2,2,2,3,213,14.075117370892018,13.652582159624414,75,2,1.6000000000000001
9238,9,2,2,3,157,14.13375796178344,13.48407643312102,61,2,1.459016393442623
9239,7,1,3,3,138,14.44927536231884,13.826086956521738,67,1,2.1492537313432836
9240,3,1,2,3,192,14.4375,14.1875,81,1,1.7654320987654322
9241,1,1,1,2,69,13.826086956521738,13.608695652173912,44,1,0.72727272727272729
9242,7,1,2,2,163,14.36196319018405,14.337423312883436,67,1,2.1492537313432836
9243,7,1,2,2,111,13.693693693693694,13.873873873873874,59,1,1.9152542372881356
9244,3,2,2,3,163,13.846625766871165,13.570552147239264,69,2,1.5072463768115942
9245,2,1,2,2,148,14.08108108108108,13.844594594594595,83,1,2.0240963855421685
9246,1,1,1,2,67,13.82089552238806,13.91044776119403,45,1,1.2222222222222223
9247,3,3,2,4,124,13.64516129032258,13.975806451612904,66,3,1.6363636363636365
9248,1,1,1,1,96,14.583333333333334,13.916666666666666,46,1,1.5869565217391304
9249,0,2,3,2,139,14.172661870503598,14.194244604316546,47,2,1.0212765957446808
9250,0,3,3,2,223,14.246636771300448,14.147982062780269,60,3,1.4833333333333334
9251,7,1,2,2,91,14.901098901098901,13.56043956043956,36,2,1.2222222222222223
9252,6,1,2,2,111,13.981981981981981,14.315315315315315,52,1,1.8269230769230769
9253,6,3,2,3,180,13.594444444444445,14.133333333333333,59,3,1.5084745762711864
9254,7,1,2,3,95,13.673684210526316,14.178947368421053,66,1,2.4696969696969697
9255,9,2,2,3,118,14.35593220338983,13.44915254237288,52,2,1.25
9256,5,1,2,3,140,14.128571428571428,14.114285714285714,91,1,2.0219780219780219
9257,4,2,2,2,167,14.059880239520957,14.215568862275449,60,2,1.8666666666666667
9258,5,1,2,3,180,14.133333333333333,13.761111111111111,80,1,1.3125
9259,7,1,2,3,95,14.094736842105263,13.294736842105262,68,1,2.0147058823529411
9260,4,1,2,2,184,13.78804347826087,13.58695652173913,84,1,1.7023809523809523
9261,0,2,2,2,210,13.857142857142858,14.238095238095237,57,2,1.8245614035087718
9262,3,1,2,3,193,14.0,13.94818652849741,87,1,1.3908045977011494
9263,6,1,2,2,171,13.350877192982455,13.836257309941521,65,1,1.6000000000000001
9264,6,2,2,2,137,14.328467153284672,14.102189781021897,67,2,1.6865671641791045
9265,7,1,2,2,125,13.656,13.824,69,1,1.8405797101449275
9266,6,2,2,3,124,14.258064516129032,14.161290322580646,57,2,1.4210526315789473
9267,5,1,2,3,150,14.426666666666666,13.933333333333334,76,1,2.3289473684210527
9268,6,2,2,3,126,14.126984126984127,14.404761904761905,49,2,1.8163265306122449
9269,6,3,3,3,164,14.0,14.042682926829269,71,2,1.6901408450704225
9270,0,2,2,2,200,14.45,14.04,61,2,1.3278688524590163
9271,5,1,2,3,174,14.557471264367816,14.045977011494253,108,1,1.5648148148148149
9272,8,3,2,4,154,14.175324675324676,13.974025974025974,87,2,1.5517241379310345
9273,3,1,2,3,141,13.326241134751774,14.141843971631205,82,1,2.1463414634146343
9274,4,1,3,3,180,13.75,14.061111111111112,85,1,2.164705882352941
9275,2,2,2,3,183,13.863387978142077,14.420765027322405,68,2,2.1029411764705883
9276,0,2,2,2,148,14.06081081081081,13.527027027027026,51,2,2.0588235294117645
9277,1,1,1,1,54,14.333333333333334,13.722222222222221,44,1,1.2727272727272727
9278,4,1,1,2,125,13.784,13.872,54,1,2.0555555555555554
9279,9,2,2,2,122,13.98360655737705,14.352459016393443,53,2,1.3773584905660377
9280,1,1,1,1,91,13.45054945054945,14.175824175824175,45,1,2.1333333333333333
9281,9,2,2,3,169,13.804733727810651,14.112426035502958,60,2,1.75
9282,0,2,2,2,211,13.616113744075829,14.218009478672986,56,2,1.1428571428571428
9283,0,1,3,2,165,13.612121212121211,14.545454545454545,53,2,1.6603773584905661
9284,3,1,2,3,93,14.290322580645162,13.655913978494624,60,1,1.8666666666666667
9285,3,1,2,3,107,13.476635514018692,14.0,80,1,2.1499999999999999
9286,5,1,2,3,143,13.412587412587413,14.531468531468532,91,1,1.8571428571428572
9287,3,1,2,3,186,14.473118279569892,13.827956989247312,93,1,1.6451612903225807
9288,0,2,2,2,210,13.985714285714286,13.795238095238096,56,2,1.1607142857142858
9289,2,1,2,3,173,14.023121387283236,13.572254335260116,84,1,2.0952380952380953
9290,5,1,2,3,96,13.427083333333334,13.614583333333334,70,1,2.4142857142857141
9291,9,2,2,3,156,13.66025641025641,13.717948717948717,60,2,2.1499999999999999
9292,0,2,2,3,201,14.373134328358208,13.238805970149254,59,2,1.2372881355932204
9293,4,1,2,1,153,14.483660130718954,13.568627450980392,72,1,1.9861111111111112
9294,1,1,1,2,76,14.31578947368421,14.052631578947368,46,1,1.7608695652173914
9295,8,3,2,3,115,13.956521739130435,14.191304347826087,75,2,1.8133333333333332
9296,5,1,2,3,188,14.063829787234043,14.159574468085106,97,1,1.9072164948453609
9297,3,1,2,3,182,14.335164835164836,14.04945054945055,90,1,1.9666666666666666
9298,6,3,3,3,162,14.117283950617283,14.030864197530864,57,3,1.8070175438596492
9299,9,2,2,3,121,13.834710743801653,13.809917355371901,78,1,1.6794871794871795
9300,3,1,2,3,175,13.754285714285714,13.445714285714285,87,1,1.7586206896551724
9301,3,1,2,3,153,13.895424836601308,13.594771241830065,83,1,1.5783132530120483
9302,6,2,2,3,157,13.936305732484076,13.687898089171975,56,3,2.0
9303,4,1,3,3,134,14.425373134328359,14.574626865671641,84,1,2.0952380952380953
9304,6,2,2,3,225,14.19111111111111,14.448888888888888,78,2,2.0512820512820511
9305,1,1,1,1,111,14.558558558558559,13.405405405405405,47,1,1.8510638297872339
9306,4,1,2,2,156,14.01923076923077,13.974358974358974,82,1,2.1341463414634148
9307,3,1,2,3,189,14.402116402116402,14.116402116402117,70,2,1.6142857142857143
9308,4,1,3,2,102,13.96078431372549,13.862745098039216,73,1,1.8630136986301369
9309,6,2,3,3,164,13.609756097560975,14.103658536585366,90,2,1.8777777777777778
9310,9,2,2,2,100,14.03,13.74,54,2,1.0185185185185186
9311,2,2,2,3,203,14.41871921182266,14.349753694581281,91,2,2.1868131868131866
9312,2,1,2,3,191,13.926701570680628,14.397905759162304,72,1,2.0
9313,0,2,3,3,165,14.6,14.212121212121213,54,3,1.6111111111111112
9314,1,1,1,2,86,13.848837209302326,14.186046511627907,46,1,0.69565217391304346
9315,8,3,2,3,188,14.069148936170214,13.537234042553191,58,3,1.6724137931034482
9316,2,1,2,2,143,13.797202797202797,13.664335664335665,76,1,1.5921052631578947
9317,7,1,2,2,140,14.05,14.607142857142858,57,1,1.7017543859649122
9318,1,1,2,2,84,13.523809523809524,14.238095238095237,43,1,2.0232558139534884
9319,6,3,2,3,165,14.042424242424243,13.848484848484848,58,3,1.2413793103448276
9320,9,2,2,3,145,14.16551724137931,13.572413793103449,56,2,1.7142857142857142
9321,4,1,2,3,157,14.242038216560509,13.490445859872612,75,1,2.2266666666666666
9322,4,1,3,2,133,13.526315789473685,14.676691729323307,81,1,1.7777777777777777
9323,4,1,2,3,123,14.154471544715447,14.097560975609756,78,1,2.9743589743589745
9324,2,2,2,3,116,14.681034482758621,13.543103448275861,62,2,2.193548387096774
9325,0,2,2,2,211,14.374407582938389,14.345971563981042,54,2,1.7962962962962963
9326,7,1,2,2,143,14.055944055944057,13.496503496503497,39,2,1.7179487179487178
9327,8,3,2,3,173,14.393063583815028,14.213872832369942,53,3,1.2264150943396226
9328,2,1,2,2,203,14.152709359605911,14.379310344827585,76,1,1.486842105263158
9329,8,3,2,3,158,13.841772151898734,14.031645569620252,58,3,1.5344827586206897
9330,9,2,2,3,117,14.35897435897436,14.11965811965812,55,2,2.0363636363636362
9331,5,1,2,2,126,13.825396825396826,14.30952380952381,61,1,1.721311475409836
9332,2,1,2,3,234,14.44017094017094,14.282051282051283,85,1,1.611764705882353
9333,3,1,2,3,151,13.66225165562914,13.71523178807947,88,1,1.7613636363636365
9334,4,1,3,3,96,13.552083333333334,13.71875,74,1,2.4864864864864864
9335,0,3,3,2,190,14.031578947368422,13.647368421052631,54,3,1.6111111111111112
9336,5,1,2,3,186,13.327956989247312,14.220430107526882,107,1,1.6542056074766356
9337,8,2,2,4,163,13.49079754601227,14.447852760736197,97,3,1.8247422680412371
9338,8,3,2,4,160,13.925,13.59375,56,3,1.3035714285714286
9339,1,1,1,1,61,13.639344262295081,14.278688524590164,43,1,2.3953488372093021
9340,6,2,2,3,168,14.196428571428571,14.5,63,2,1.7777777777777777
9341,0,1,2,2,168,13.863095238095237,13.761904761904763,95,1,1.6105263157894736
9342,6,1,2,2,131,13.213740458015268,14.396946564885496,61,1,1.721311475409836
9343,9,2,2,3,129,14.085271317829458,13.813953488372093,56,3,1.4285714285714286
9344,2,2,3,2,151,14.33774834437086,13.549668874172186,72,2,2.1111111111111112
9345,6,2,3,3,141,14.319148936170214,14.546099290780141,67,2,1.6865671641791045
